Hãng sản xuất,Hệ điều hành,Chất liệu vỏ,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,Loại RAM,Dung lượng RAM,Loại ổ cứng,Dung lượng ổ cứng,Kích thước,Độ phân giải,Công nghệ màn hình,Bộ xử lý,Kiểu card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Webcam,Tính năng khác,Kích thước_2,Trọng lượng,source_url,shop_1_name,shop_1_price,shop_1_link,shop_2_name,shop_2_price,shop_2_link,shop_3_name,shop_3_price,shop_3_link,Tốc độ bus,Hỗ trợ RAM tối đa,Đèn bàn phím,Dung lượng,Khe thẻ nhớ,Loại Pin,Dung lượng VGA
HP,Windows 10 Home,Kim loại,Intel Core i5,1135G7,2.4 GHz,4.2 GHz,DDR4,16 GB,SSD,512GB,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",Nvidia T500,Card rời,Bang & Olufsen audio,"2 x USB Type-C, 2 x USB Type-A, 1 x HDMI","Wifi 802.11ax, Bluetooth 5.0",HD Webcam,Bảo mật vân tay,323 x 214.6 x 17.9 mm,1.35 kg,https://websosanh.vn/laptop-hp-zbook-firefly-14-g8-275v5av-intel-core/332696619/so-sanh.htm,tinhocsangtao.vn,23990000,https://tinhocsangtao.vn/san-pham/laptop-hp-zbook-firefly-14-g8-275v5av-i51135g-16gb-ssd-512-vga-t500-gddr6-4gb-14-fhd-finger.html,kinglap.vn,23550000,https://kinglap.vn/hp-zbook-firefly-14-g8-mobile-workstation-275v5av/,vitinhsangtao.vn,23990000,https://vitinhsangtao.vn/san-pham/laptop-hp-zbook-firefly-14-g8-275v5av-i51135g-16gb-ssd-512-vga-t500-gddr6-4gb-14-fhd-finger.html,3200 MHz,,Có,3 cell,,,4 GB
LG,Windows 10 Home,,Intel Core i7,1165G7,2.8 GHz,4.7 GHz,LPDDR4x,16 GB,SSD,,14 inch,WUXGA (1920 x 1200),IPS LCD,Intel Iris Xe Graphics,Card tích hợp,,"1 x HP-Out(4Pole Headset, US type),
2 x USB 3.2 Gen2x1
1 x HDMI,
2 x USB 4 Gen3x2 Type C (with Power Delivery, Display Port, Thunderbolt 4)",,Có,Cảm biến vân tay tại mã nguồn,,1 kg,https://websosanh.vn/laptop-lg-gram-14z90p-gah75a5-intel-core-i7-1165g7-16gb-ram/1177369405/so-sanh.htm,tinhocsangtao.vn,43199000,https://tinhocsangtao.vn/san-pham/laptop-lg-gram-2021-14z90pgah75a5.html,maytinhdatcang.vn,39490000,https://maytinhdatcang.vn/laptop-lg-gram-14z90p-g-ah75a5-i7-1165g7-16gb-512gb-ssd-14-0wuxga-vga-on-win-10-black-ledkb-p4688.html,baochau.vn,41690000,https://baochau.vn/laptop-lg-gram-14z90p-g-ah75a5-core-i7-1165g7-ram-16gb-512gb-ssd-14-quot-wuxga-vga-on-win10-black.html,4266 MHz,,Không,,"UFS, Micro SD",,
Dell,Windows 11 Home,Kim loại,Intel Core i7,11800H,2.3 GHz,4.6 GHz,DDR4,16 GB,SSD,1TB,17 inch,UHD+ (3840 x 2400),"500 nits brightness, Anti-Reflective, WVA",Nvidia GeForce RTX 3050,Card rời,Realtek Audio,"4 x Thunderbolt 4, Jack tai nghe 3.5 mm","Bluetooth 5.1, Wi-Fi 802.11 a/b/g/n/ac",Có,Bảo mật vân tay,374.48 x 248.08 x 13.15 mm,2.53 kg,https://websosanh.vn/laptop-dell-xps-9710-xps7i7001w1-intel-core-i7-11800h-16gb/398629403/so-sanh.htm,hungphuc.vn,55850000,https://www.hungphuc.vn/laptop-dell/laptop-dell-xps-9710-xps7i7001w1,hopthanhthinh.com,57349000,https://hopthanhthinh.com/laptop-dell-xps-9710-xps7i7001w1-i7-11800h-16gb-1tb-ssd-rtx3050-4g-17.0uhdtouch-win11-officehs-bac,saovietpc.com.vn,58999000,https://saovietpc.com.vn/laptop-dell-xps-9710-xps7i7001w1-i7-11800h16gb1tb-ssdrtx3050-4g170uhdtouchwin11officehsbac,3200 MHz,64 GB,Có,6 cell,"SD, SDXC, SDHC",,4 GB
Microsoft,Windows 11 Home,Nhôm,Intel Core Ultra 5,135H,3.6 GHz,4.4 GHz,LPDDR5x,32 GB,SSD,512GB,13.5 inch,201 PPI (2256 x 1504),400 nits,Intel Arc Graphics,Card tích hợp,Dolby Atmos,"2 x USB-C, 1 x USB-A 3.1, 1 x Cổng Surface connect","Wifi 802.11ax, Bluetooth 5.3",Full HD Webcam,TPM 2.0,308 x 223 x 16.7 mm,1.38 kg,https://websosanh.vn/laptop-microsoft-surface-laptop-6-intel-core-ultra-5/1967861916/so-sanh.htm,surface24h.vn,35000000,https://surface24h.vn/san-pham/microsoft-surface-laptop-6-13-5-inch-core-ultra-5-32g-512gb-newseal/,surfacechain.vn,36499000,https://surfacechain.vn/surface-laptop-6-13-5-inch-intel-core-ultra-5-135h-ram-32gb-ssd-256gb-512gb-new/,surfacestore.com.vn,36500000,https://surfacestore.com.vn/microsoft-surface-laptop-6-13-5-inch-7,,,,,,,
Lenovo,Windows 11 Home,,AMD Ryzen 7,7735HS,3.2 GHz,4.75 GHz,DDR5,16 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"IPS, 144Hz, 100% sRGB, 300nits, FreeSync™, Anti-glare",Nvidia GeForce RTX 3050,Card rời,Nahimic Audio,"2 x USB-A
1 x USB-C
HDMI 2.1","Wifi 802.11ax, Bluetooth 5.2",HD Webcam,,359.2 x 236 x 19.9 ~ 22.95 mm,1.8 kg,https://websosanh.vn/laptop-lenovo-loq-15arp10e-83s0006qvn-amd-ryzen-7-7735hs-16gb/1219219820/so-sanh.htm,ben.com.vn,24290000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833/6544141033462679814?url=https%3a%2f%2fben.com.vn%2fmay-tinh-xach-tay-lenovo-loq-15arp10e-83s0006qvn-%7c-r7-7735hs-%7c-ram-16gb-%7c-512gb-ssd-%7c-rtx-3050-6gb-%7c-15-6-fhd-ips-300nits-144hz-%7c-ax-bt-%7c-windows-11-home-%7c-xam-%7c-2y-wty---ctsp,cellphones.com.vn,27990000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833/6259155740535091857?url=https%3a%2f%2fcellphones.com.vn%2flaptop-lenovo-loq-15arp10e-83s0006qvn.html&utm_source=websosanh,fptshop.com.vn,33990000,https://gotrackecom.info/v0/PNH7aNSG4goF2ti0s0AeFA?url=https%3a%2f%2ffptshop.com.vn%2fmay-tinh-xach-tay%2flenovo-gaming-loq-15arp10e-r7-7735hs-83s0006qvn%3fsku%3d00923919,4800 MHz,,Có,3 cell,SD,,6 GB
Asus,Windows 11 Home,Nhựa,AMD Ryzen 7,4800H,2.4 GHz,4.2 GHz,DDR4,8 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",Nvidia GeForce RTX 3050 + AMD Radeon Graphics,Card rời + Card tích hợp,Asus SonicMaster,"1 x HDMI 2.0, 3 x USB 3.2 Gen 1","Wifi 802.11ax, Bluetooth 5.1",HD Webcam,,354 x 259 x 20.6 mm,2.1 kg,https://websosanh.vn/laptop-asus-rog-strix-g15-g513ic-hn729w-amd-ryzen-7/885815308/so-sanh.htm,redlaptop.vn,16900000,https://redlaptop.vn/laptop-asus-rog-strix-g15-g513ic-hn002t-r7-4800h-8gb-512gb-rtx-3050-4gb-15-6-fhd-144hz-win-10/,tamthanhlaptop.com,17990000,https://www.tamthanhlaptop.com/asus-game-rog-strix-g513ic-hn729w-ryzen-7-4800h-ram-8gb-ssd-512gb-vga-rtx-3050-15-6-inch-fhd-144hz-newbox-99/,eaz.com.vn,18299000,https://eaz.com.vn/Asus-ROG-Strix-G15-G513IC-HN729W-AMD-RyzenTM-7-4800H-8GB-512GB-SSD-PCIe-GeForce-RTX-3050-4GB-GDDR6-Win-11-15-6-inch-Full-HD-144Hz-IPS-LED-KEY-RGB-0523/79225,3200 MHz,32 GB,Có,,,,4 GB
Asus,Windows 11 Home,Nhựa,Intel Pentium Silver,N6000,1.1 GHz,3.3 GHz,DDR4,8 GB,SSD,128GB,11.6 inch,HD (1366 x 768),"LED-backlit, Tấm nền IPS",Intel UHD Graphics,Card tích hợp,Dolby Atmos,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C, HDMI 1.4","Wifi 802.11ax, Bluetooth v5.2",HD Webcam,,294.6 x 204.9 x 19.9 mm,1.26 kg,https://websosanh.vn/laptop-asus-flip-br1100fka-bp1135w-intel-pentium-silver-n6000-8gb/1764739727/so-sanh.htm,laptopstore.asia,6990000,https://laptopstore.asia/san-pham/laptop-asus-br1100fka-bp1135w-pentium-silver-n6000-8gb-128gb-ssd-64gb-emmc-intel-uhd-11-6-inch-hd-cam-ung-win-11-xam,robo.vn,11690000,https://robo.vn/products/laptop-asus-flip-br1100fka-bp1135w,hanoinew.vn,11690000,https://hanoinew.vn/laptop-asus-br1100fka-bp1135w-pentium-silver-n6000-8gb-128gb-ssd-64gb-emmc-intel-uhd-116-inch-hd-win-11,,,,3 cell,"SD, SDHC, SDXC",,
Lenovo,Windows 11 Home,,Intel core Ultra 5,125H,,4.5 GHz,DDR5,16 GB,SSD,512GB,16 inch,WUXGA (1920x1200),"Tấm nền IPS, Chống chói Anti-Glare",Intel Arc Graphics,Card tích hợp,"High Definition (HD) Audio,","USB-A, USB-C, HDMI 2.1","Wifi 802.11ax, Bluetooth 5.3",IR + Full HD Webcam,Bảo mật vân tay,356.1 x 247.7 x 19.85 mm,1.81 kg,https://websosanh.vn/laptop-lenovo-thinkpad-e16-gen-2-t-21ma004ava-intel/1899250293/so-sanh.htm,khothietbi.vn,20390000,https://khothietbi.vn/laptop-lenovo-thinkpad-e16-gen-2-core-ultra-5-125h-16gb-ram-512gb-ssd-intel-arc-16-inch-wuxga-ips-black-21ma004ava,eaz.com.vn,20699000,https://eaz.com.vn/Laptop-Lenovo-ThinkPad-E16-Gen-2-(21MA004AVA)-Intel-Core-Ultra-5-125H-16GB-512GB-NPU-11-TOPS-16-inch-WUXGA-IPS-1124/113761,laptop123.com.vn,20800000,https://laptop123.com.vn/san-pham/lenovo-thinkpad-e16-gen-2-21ma004ava-ultra-5-125u-6108.html,5600 MHz,64 GB,Có,3 cell,,,
Microsoft,Windows 11 Home,Kim loại,Intel Core i3,10100Y,1.3 GHz,3.9 GHz,LPDDR3,8 GB,SSD,128GB,10.5 inch,Full HD (1920 x 1080),Tấm nền IPS,Intel UHD Graphics 615,Card tích hợp,Dolby Atmos,1 x USB-C,LTE,HD Webcam,Màn hình cảm ứng,245 x 175 x 8.3 mm,0.544 kg,https://websosanh.vn/laptop-surface-go-3-lte-intel-core-i3-10100y-8g/102237490/so-sanh.htm,surfaceviet.vn,12990000,https://surfaceviet.vn/surface-go-3/surface-go-3-platinum-i3-10100y-lte-8gb-ram-128gb-ssd-openbox,haidangstore.vn,12000000,https://haidangstore.vn/surface-go-i3-lte.htm,techgo.com.vn,16940000,https://techgo.com.vn/surface-go-3-lte-intel-core-i3-10100y-8gb-ram-128gb-ssd.html,,,Không,,Micro SD,,
Dell,Windows 10 Home,Kim loại,Intel Core i7,7700HQ,2.8 GHz,3.8 GHz,DDR4,16 GB,SSD,512GB,15.6 inch,UHD (3840 x 2160),InfinityEdge Touch,Nvidia GeForce GTX 1050,Card rời,,"USB 3.0, HDMI","Wifi 802.11ac, Bluetooth 4.1",HD Webcam,,357 x 235 x 11 mm,1.8 kg,https://websosanh.vn/laptop-dell-xps-15-70126275-intel-core-i7-16gb/29650436/so-sanh.htm,tashop.com.vn,26390000,http://tashop.com.vn/laptop-dell-xps-15-9560-7012308070126275-silver-man-hinh-cam-ung-man-hinh-full-hd-ultra-4k-cap-typec,maytinhhuyhoang.vn,47500000,http://www.maytinhhuyhoang.vn/may-tinh-xach-tay/dell/laptop-dell-xps-15-9560-70123080-70126275-silver-p1678.html,laptopgianguyen.com,51990000,http://laptopgianguyen.com/laptop-chinh-hang/laptop-new/laptop-dell/laptop-dell-xps-15-9560-70126275-mau-bac.html,2400 MHz,32 GB,Có,,SD,,4 GB
Acer,Windows 11 Home,Nhựa,Intel Core i9,11900H,2.5 GHz,4.9 GHz,DDR4,16 GB,SSD,512GB,15.6 inch,QHD (2560 x 1440),"Acer ComfyView, Tấm nền IPS",Nvidia GeForce RTX 3060,Card rời,DTS X:Ultra Audio,"1x USB 3.2 Gen 2 Type-C, 1x USB 3.2 Gen 2, 2x USB 3.2 Gen 1, 1x HDMI 2.1","Wifi 802.11ax, Bluetooth v5.1",HD Webcam,,363 x 255 x 22.9 mm,2.3 kg,https://websosanh.vn/laptop-acer-predator-helios-300-ph315-54-99s6-nhqc2sv006-intel-core/390730100/so-sanh.htm,sp-one.vn,36790000,https://sp-one.vn/product/laptop-acer-predator-helios-300-ph315-54-99s6/,anp.com.vn,36890000,https://anp.com.vn/laptop-phu-kien/laptop-acer-chinh-hang/laptop-acer-predator-helios-300-ph315-54-99s6-nh.qc2sv.006-i9-11900h-den,compro.com.vn,36990000,http://compro.com.vn/laptop-acer-predator-helios-300-ph315-54-99s6-nhqc2sv006.html,3200 MHz,32 GB,Có,4 cell,,,6 GB
MSI,Windows 11 Home,,Intel core i9,13950HX,2.2 GHz,5.5 GHz,DDR5,16 GB,SSD,1TB,16 inch,Full HD+ (1920 x 1200),"Tấm nền IPS, 144Hz",Nvidia GeForce RTX 4080,Card rời,,"USB3.2 Gen2, HDMI 2.1","Wifi 802.11ax, Bluetooth 5.3",IR + HD Webcam,,357 x 284.05 x 22.2 mm,2.67 kg,https://websosanh.vn/laptop-msi-vector-gp68-hx-13vh-252vn-intel-coe-i9-13950hx/1362338790/so-sanh.htm,hkc.vn,56400000,https://hkc.vn/san-pham/laptop-gaming-msi-vector-gp68hx-13vh-252vn-i9-13950hx-rtx-4080-12gb-ram-16gb-ddr5-ssd-1tb-16-inch-ips-144hz-fhd/,shopee.vn,81000000,https://shope.ee/an_redir?origin_link=https%3a%2f%2fshopee.vn%2funiversal-link%2fproduct%2f84958111%2f24924062004?&affiliate_id=17190830000&sub_id=websosanh-datafeed,compro.vn,56490000,https://compro.vn/laptop-msi-gp68hx-13vh-252vn-i9-13950hx-ram-16gb-ssd-1tb-rtx-4080-12gb-windows-11-2y-xam-18153.html,5600 MHz,64 GB,Có,4 cell,SD,Pin liền,12 GB
Dell,Windows 10 Home,Nhựa,Intel Core i3,1005G1,1.2 GHz,3.4 GHz,DDR4,4 GB,SSD,256GB,14 inch,Full HD (1920 x 1080),Anti-Glare,Intel UHD Graphics,Card tích hợp,Realtek ALC3204,"2 x USB 3.1 , 1 x USB 2.0, HDMI","WiFi 802.11ac , Bluetooth 4.1",HD Webcam,,339 x 241.9 x 21 mm,1.7 kg,https://websosanh.vn/laptop-dell-inspiron-3493-wtw3m2-intel-core-i3-1005g1-4gb/1531639016/so-sanh.htm,laptopfull.com,9530000,https://laptopfull.com/laptop-dell-core-i3/dell-inspiron-n3493-wtw3m2-i3-1005g1/,mayvanphongonline.com,10050000,http://mayvanphongonline.com/san-pham/laptop-dell-inspiron-3493-wtw3m2-black.html,smart24h.vn,10300000,http://smart24h.vn/dell-inspiron-3493-wtw3m2-den.html,2666 MHz,16 GB,Không,3 cell,SD,Pin liền,
Gigabyte,Windows 11 Home SL,,Intel core i7,13620H,2.4 GHz,4.90 GHz,DDR5,16 GB,SSD,512 GB,16 inch,1920x1200,"400nits, Glossy, 100% DCI-P3, DisplayHDR™ True Black 500",GeForce RTX 4060,Card rời,Dolby Atmos,"1 x Type-A support USB2.0
1 x Type-A support USB3.2 Gen1
2 x Type-C support USB3.2 Gen2
1 x HDMI 2.1
1 x Mini DP 1.4
1 x 2-in-1 Audio Jack (Headphone / Microphone)
1 x Microphone Jack","Intel Wi-Fi 6E (802.11ax 2x2)
Bluetooth V5.2",HD (720p) IR Webcam,,35.95 x 26.38 x 2.51 mm,2.3 kg,https://websosanh.vn/laptop-gigabyte-g6-kf-h3vn853kh-intel-core-i7-13620h-ram-16gb/1802423763/so-sanh.htm,vitinhmanhphat.com,24550000,https://vitinhmanhphat.com/gigabyte-g6-kfh3vn853kh-intel-core-i713620h-ram-16gb-ssd-512gb-rtx-4060-8gb-16inch-fhd-165hz-win-11-den,laptopworld.vn,25390000,https://laptopworld.vn/laptop-gigabyte-g6-kf-h3vn853kh,trianhtech.vn,25690000,https://trianhtech.vn/laptop-gigabyte-g6-kf-h3vn853kh-intel-core-i7-13620h-16-inch-fhd-165hz-rtx-4060-8gb-16gb-512gb-win-11-den,4800 MHz,64 GB,,,Micro SD,,8 GB
HP,Windows 11 Home,,Intel Core i5,1335U,1.3 GHz,4.6 GHz,DDR4,16 GB,SSD,512GB,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",Intel Iris Xe Graphics,Card tích hợp,,"1 x Thunderbolt 4, 1 x SuperSpeed USB Type-C, 2 x SuperSpeed USB Type-A, HDMI 2.1","Wifi 802.11ax, Bluetooth 5.3",HD Webcam,Bảo mật vân tay,321.9 x 213.9 x 19.9 mm,1.41 kg,https://websosanh.vn/laptop-hp-elitebook-640-g10-873g4pa-intel-core-i5-1335u/1632262940/so-sanh.htm,nhanhavui.com.vn,22190000,https://nhanhavui.com.vn/laptop/hp-873g4pa,hungphuc.vn,22250000,https://www.hungphuc.vn/laptop-hp/laptop-hp-elitebook-640-g10-873g4pa,tinhocsangtao.vn,22390000,https://tinhocsangtao.vn/san-pham/laptop-hp-elitebook-640-g10-873g4pa-i51335u-16gb-512gb-14-fhd-fingerprint-win11-silver.html,3200 MHz,,,3 cell,SD,Pin liền,
HP,Windows 10 Home,,Intel Core i5,2.4,,,DDR4,8 GB,SSD,256GB,13.3 inch,Full HD (1920×1080),"300 nits, 72% NTSC",Intel Iris Xe Graphics,Card tích hợp,,"1 x Thunderbolt™ 3 (40Gbps signaling rate) with SuperSpeed USB Type-C, 1 x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps signaling rate, 1 x headphone/microphone combo","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Có,,306.5 x 194.6 x 16.9 mm,1.3 kg,https://websosanh.vn/laptop-hp-envy-13-ba1047wm-intel-core-i5-1135g7-8gb-ram/1958776029/so-sanh.htm,shopee.vn,13900000,https://shope.ee/an_redir?origin_link=https%3a%2f%2fshopee.vn%2funiversal-link%2fproduct%2f67990477%2f14365513452?&affiliate_id=17190830000&sub_id=websosanh-datafeed,laptoptld.com,14500000,https://laptoptld.com/sp/laptop-hp-envy-13-ba1047wm/,hoanganhpc.vn,15290000,https://hoanganhpc.vn/nb-hp-envy-13-ba1047-i5-1135g7-8gb-ssd-256gb-13.3-quot-fhd-win-11-mau-bac-nhap-khau-bh-tai-cty.html,3200 MHz,,,3 cell,"SD, SDXC, SDHC",,
Lenovo,Windows 11 Home,,Intel Core Ultra 7,255H,,5.1 GHz,DDR5,16 GB,SSD,512GB,14 inch,WUXGA (1920 x 1200),"Tấm nền IPS, Chống chói Anti-Glare",Intel Graphics,Card tích hợp,Dolby Atmos,"USB-A, USB-C, HDMI 2.1","Wi-Fi 7 (802.11be), Bluetooth 5.4",5MP + IR Webcam,,313.7 x 226 x 22.9 mm,1.38 kg,https://websosanh.vn/laptop-lenovo-thinkpad-l14-gen-6-21s60025va-intel-core/2069435639/so-sanh.htm,ben.com.vn,31300000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833/6544141033462679814?url=https%3a%2f%2fben.com.vn%2flaptop-lenovo-thinkpad-l14-gen-6-21s60025va-%7c-intel-core-ultra-7-255h%7c-ram-16gb-%7c-512gb-ssd-%7c-intel-arc-graphics-%7c-14-inch-wuxga-%7c-wf-bt-%7c-no-os-%7c-2yrs-premier---ctsp,laptop123.com.vn,26300000,https://laptop123.com.vn/san-pham/laptop-lenovo-thinkpad-l14-gen-6-21s60025va-ultra-7-255u-6300.html,congnghesgsaigon.com,27400000,https://congnghesgsaigon.com/laptop-lenovo-thinkpad-l14-gen-6-21s60025va-core-ultra-7-255h-16gb-512gb-intel-arc-140t-14-inch-wuxga-no-os-den-.html,5600 MHz,64 GB,Có,3 cell,,,
LG,Windows 11 Home,,,1260P,1.5 GHz,4.7 GHz,LPDDR5,16 GB,SSD,512GB,16 inch,WQXGA (2560 x 1600),"Tấm nền IPS, Chống chói Anti-Glare",Intel Iris Xe Graphics,Card tích hợp,DTS:X Ultra,"2x Thunderbolt 4, 2x USB 3.2 Gen2, 1x HDMI","Wifi 802.11ax, Bluetooth v5.1",IR Webcam,,354.5 x 242.1 x 16.8 mm,1.119 kg,https://websosanh.vn/laptop-lg-gram-2022-16z90q-gah76a5-intel-core-i7-16gb/1664939287/so-sanh.htm,hopthanhthinh.com,42990000,https://hopthanhthinh.com/laptop-lg-gram-2022-16z90q-g.ah76a5-core-i7-1260p-16gb-512gb-iris-xe-graphics-16-inch-wqxga-windows-11-home-plus-grey,maytinhdatcang.vn,46490000,https://maytinhdatcang.vn/laptop-lg-gram-16z90q-g-ah76a5-i7-1260p-16gb-512gb-ssd-16-0wqxga-vga-on-win11-grey-ledkb-p4698.html,sp-one.vn,46990000,https://sp-one.vn/product/laptop-lg-gram-2022-16z90q-g-ah76a5/,5200 MHz,,Có,,"UFS, Micro SD",,
Dell,Ubuntu,Nhựa,Intel Core i5,8250U,1.6 GHz,3.4 GHz,DDR4,4 GB,HDD,1TB,14 inch,HD (1366 x 768),Anti Glare,AMD Radeon 520,Card rời,Waves MaxxAudio Pro,"2 x USB 3.1 Gen 1 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.1",HD Webcam,,345 x 243 x 23 mm,2 kg,https://websosanh.vn/laptop-dell-inspiron-n3476-n3476a-intel-core-i5-4gb/1963855615/so-sanh.htm,compro.com.vn,13570000,http://compro.com.vn/may-tinh-xach-tay-laptop-dell-inspiron-3476-n3476a-i5-8250u-den-.html,owlgaming.vn,14300000,https://owlgaming.vn/dell-inspiron-3476-n3476a/,mucindongnai.com,14790000,https://mucindongnai.com/pro/may-xach-tay-laptop-dell-inspiron-3476-n3476a-den/,2400 MHz,16 GB,Không,4 cell,SD,Pin liền,2 GB
HP,Windows 11 Pro,,Intel Core i7,1255U,3.5 GHz,4.7 GHz,DDR5,16 GB,SSD,512GB,13.5 inch,WUXGA (1920 x 1280),"WLED-backlit, 400 nits, 100% sRGB, Touch",Intel Iris Xe Graphics,Card tích hợp,,"2 x Thunderbolt, 1 x USB 3.1 Gen 1 Type-A , 1 x HDMI","Wifi 802.11ax, Bluetooth 5.0",HD Webcam,Bảo mật vân tay,303.7 x 193.9 x 16.1 mm,1.235 kg,https://websosanh.vn/laptop-hp-elite-dragonfly-g3-6z979pa-intel-core-i7-1255u/2088697818/so-sanh.htm,compro.com.vn,40600000,http://compro.com.vn/laptop-hp-elite-dragonflt-g3-6z979pa-i7-1255u-16gb-512gb-ssd-windows-11-pro.html,kigimart.com,41100000,https://kigimart.com/san-pham/laptop-hp-elite-dragonfly-13-5-inch-g3-6z979pa,hopthanhthinh.com,42399949,https://hopthanhthinh.com/laptop-hp-elite-dragonfly-g3-6z979pa-intel-core-i7-1255u-16gb-512gb-intel-iris-xe-13.5-inch-wuxga-cam-ung-win-11-pro-xanh,,,,4 cell,,,
Surface,Windows 11 Home,,Snapdragon X Plus,,,,LPDDR5x,16 GB,SSD,512GB,12 inch,2196 x 1464,400 nits,Qualcomm Adreno,Card tích hợp,Dolby Atmos,"DisplayPort 1.4a
Surface Thunderbolt 4","Wi-Fi 7 (802.11be), Bluetooth 5.4",Full HD Webcam,TPM 2.0,274 x 190 x 7.8 mm,0.686 kg,https://websosanh.vn/laptop-surface-pro-snapdragon-x-plus-16gb-ram-512gb/1127201346/so-sanh.htm,surfacestore.com.vn,22000000,https://surfacestore.com.vn/surface-pro-12-inch-lcd-display-snapdragon-x-plus-8-core-16gb-512gb-new-refurbished,surfacecenter.com.vn,22490000,https://surfacecenter.com.vn/surface-pro-12-inch-snapdragon-x-plus-8-core-16gb-512gb/,vanphatmobile.com,22900000,https://vanphatmobile.com/surface-pro-12-snapdragon-x-plus-2025/,,,,,,,
Dell,Windows 11 Home,,Intel Core i7,1265U,1.8 GHz,4.8 GHz,DDR5,16 GB,SSD,512GB,14 inch,QHD+ (2560 x 1600),"Touch, SafeShutter,ComfortView+",Intel Iris Xe Graphics,Card tích hợp,,"1 x USB 3.2 Gen 1, 2 x Thunderbolt 4, 1 x HDMI 2.0","Wifi 802.11ax, Bluetooth 5.2",IR + Full HD Webcam,Bảo mật vân tay,,1.44 kg,https://websosanh.vn/laptop-dell-latitude-9430-2-in-1-intel-core/1841663759/so-sanh.htm,hkc.vn,56240000,https://hkc.vn/san-pham/laptop-dell-latitude-9430-2-in-1-core-i7-1265u-16gb-512gb-intel-iris-xe-14-inch-qhd-cam-ung-win-11-pro-xam-chinh-hang/,compumax.com.vn,60490000,https://compumax.com.vn/laptop/dell-latitude-9430-2-in-1-i7-1265u-16gb-512ss-14qhd-touch-w10p-aluminum.html,nnkk.vn,61880000,https://www.nnkk.vn/laptop-dell-latitude-9430-2-in-1-core-i7-1265uram-16gb-ssd-512gb-14-inch-qhd-2560x1600-cam-ung.html,5200 MHz,,,3 cell,Micro SD,,
Apple,macOS,Nhôm,Apple M3,8‑core,,,,24 GB,SSD,512GB,13.6 inch,Liquid Retina (2560 x 1664),"LED, 60Hz, IPS, 500 nits",10‑core,Card tích hợp,Dolby Atmos,"2 Thunderbolt 4
1 Jack 3.5 mm
1 Magsafe 3","Wifi 6E, Bluetooth 5.3",Full HD Webcam,Mở khóa vân tay,304.1 x 215 x 11.3 mm,1.24 kg,https://websosanh.vn/laptop-apple-macbook-air-m3-2024-apple-m3-8core/2095700083/so-sanh.htm,bvtmobile.com,24490000,https://bvtmobile.com/macbook-air-m3-13-inch-8-10-24gb-512gb-moi-chinh-hang,dienmayxanh.com,32190000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833?url=https%3a%2f%2fwww.dienmayxanh.com%2flaptop%2fmacbook-air-13-m3-24gb-512gb&utm_source=websosanh,shopee.vn,38650000,https://shope.ee/an_redir?origin_link=https%3a%2f%2fshopee.vn%2funiversal-link%2fproduct%2f487028617%2f29170117555?&affiliate_id=17190830000&sub_id=websosanh-datafeed,,,LED,,,Pin liền,
