Hãng sản xuất,Hệ điều hành,Chất liệu vỏ,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,Loại RAM,Dung lượng RAM,Loại ổ cứng,Dung lượng ổ cứng,Kích thước,Độ phân giải,Công nghệ màn hình,Bộ xử lý,Kiểu card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Webcam,Tính năng khác,Kích thước_2,Trọng lượng,source_url,shop_1_name,shop_1_price,shop_1_link,shop_2_name,shop_2_price,shop_2_link,shop_3_name,shop_3_price,shop_3_link,Tốc độ bus,Hỗ trợ RAM tối đa,Đèn bàn phím,Dung lượng,Khe thẻ nhớ,Loại Pin,Dung lượng VGA
Dell,Windows 11 Home,Nhựa,AMD Ryzen 5,5600H,3.3 GHz,4.2 GHz,DDR4,8 GB,SSD,256GB,15.6 inch,Full HD (1920 x 1080),"Chống chói Anti Glare, LED Backlit",Nvidia GeForce RTX 3050,Card rời,Nahimic Audio,"1 x USB 3.2, 2 x USB 2.0, HDMI, Jack tai nghe 3.5 mm, LAN (RJ45), USB Type-C","Bluetooth 5.2, Wi-Fi 6 (802.11ax)",HD Webcam,,357.26 x 272.11 x 26.9 mm,2.8 kg,https://websosanh.vn/laptop-dell-gaming-g15-5515-p105f004cgr-amd-ryzen-r5-5600h/800372882/so-sanh.htm,tinhocsangtao.vn,19299000,https://tinhocsangtao.vn/san-pham/laptop-dell-g15-5515-p105f004cgr-amd-r55600h-8gb-256gbssd-vga-4gb-156win-11-off.html,maytinhdatcang.vn,18090000,https://maytinhdatcang.vn/laptop-dell-gaming-g15-5515-p105f004cgr--ryzen-5-5600h-8gb256gb-ssd15-6-fhd-rtx-3050-4gbwin11office-hsphantom-grey-p4389.html,eaz.com.vn,18299000,https://eaz.com.vn/Dell-G15-Ryzen-Edition-5515-(P105F004CGR)-AMD-RyzenTM-5-5600H-8GB-256GB-SSD-PCIe-GeForce-c2-ae-RTX-3050-with-4GB-GDDR6-15-6-inch-Full-HD-IPS-120Hz-Led/77514,3200 MHz,32 GB,Có,3 cell,,,4 GB
Dell,Windows 11 Home,,Intel Core 7,150U,1.8 GHz,5.4 GHz,DDR5,16 GB,SSD,512GB,14 inch,Full HD+ (1920 x 1200),"WVA, 300nits, Anti-Glare, Non-Touch",Intel Graphics,Card tích hợp,Waves MaxxAudio Pro,"2 x USB 3.2 Gen 1 Type-A
1 x USB 3.2 Gen 2
1 x HDMI 1.4","Wifi 802.11ax, Bluetooth 5.2",HD Webcam,,226.15 x 314 x 15.86/17.31 mm,1.56 kg,https://websosanh.vn/laptopdell-pro-14-essentialpv14250-71084490-intel-core-7-150u/1766108875/so-sanh.htm,ben.com.vn,25990000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833/6544141033462679814?url=https%3a%2f%2fben.com.vn%2flaptop-dell-pro-14-essential-pv14250-71084490-%7c-platinum-silver-%7c-intel-core-7-150u-%7c-ram-16gb-%7c-512gb-ssd-%7c-intel-graphics-%7c-14inch-2k-%7c-4cell-54wh-%7c-ax-bt-%7c-mcafee-ls-%7c-win-11-home-%7c-2y-wty---ctsp,tic.vn,22800000,https://tic.vn/laptop-dell-pro-14-essential-pv14250-71084490-dinh-cao-hieu-nang-ai-ryzen-ai-9-1tb-ssd,laptop123.com.vn,22900000,https://laptop123.com.vn/san-pham/laptop-dell-pro-14-essential-pv14250-71084490-chinh-hang-6314.html,5200 MHz,32 GB,,4 cell,SD,,
Dell,Windows 11 Home,,Intel Core i7,1355U,1.7 GHz,5.0 GHz,DDR4,16 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"WVA, 120Hz, 250 nits, Anti-Glare, Non-Touch",Intel UHD Graphics,Card tích hợp,,"1 x USB 3.2 Gen 1
1 x USB 2.0 
1 x USB 3.2 Gen 1 (5 Gbps) Type-C
HDMI 1.4","Wifi 802.11ax, Bluetooth 5.3",HD Webcam,,18.99 x 358.5 x 235.56 mm,1.9 kg,https://websosanh.vn/laptop-dell-15-dc15250-71073959-intel-core-i7-1355u-16gb/1501713814/so-sanh.htm,tinhocsangtao.vn,18490000,https://tinhocsangtao.vn/san-pham/laptop-dell-dell-dc15250-71073959i71355u16gb-ssd512gb156-fhd-win-11officehs24365.html,mediamart.vn,19990000,https://gotrackecom.info/v0/PNH7aNSG4goF2ti0s0AeFA?url=https%3a%2f%2fmediamart.vn%2flaptop%2flaptop-dell-15-dc15250-71073959,ben.com.vn,21990000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833/6544141033462679814?url=https%3a%2f%2fben.com.vn%2flaptop-dell-15-dc15250-71073959-%7c-silver-%7c-intel-core-i7-1355u-%7c-ram-16gb-1x16gb-ddr4-%7c-512gb-ssd-nvme-%7c-15-6-inch-fhd-%7c-win-11-home-office-home-2024-microsoft-365-basic-%7c-1-year---ctsp,,,Không,4 cell,SD,,
Lenovo,Windows 11 Home,Nhựa,Intel core I5,1335U,1.3 GHz,4.6 GHz,DDR4,16 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",Intel Iris Xe Graphics,Card tích hợp,Dolby Audio,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1, HDMI 1.4b","Wifi 802.11ac, Bluetooth 5.1",HD Webcam,,359.2 x 235.8 x 19.9 mm,1.65 kg,https://websosanh.vn/laptop-lenovo-v15-g4-iru-83a10006vn-intel-core-i5-1335u/415408909/so-sanh.htm,eaz.com.vn,13199000,https://eaz.com.vn/Lenovo-V15-G4-IRU-(83A10006VN)-Intel-c2-ae-Raptor-Lake-CoreTM-i5-_-1335U-16GB-512GB-SSD-PCIe-Gen-4-Intel-c2-ae-Iris-c2-ae-Xe-Graphics-15-6-inch-Full-H/82297,kigimart.com,13570000,https://kigimart.com/san-pham/laptop-lenovo-v15-g4-iru-83a10006vn,compro.com.vn,13750000,http://compro.com.vn/laptop-lenovo-v15-g4-iru-83a10006vn-i5-1335u-ram-16gb-ssd-512gb-2y-xam.html,3200 MHz,,Không,2 cell,,,
Asus,Windows 10,,AMD Ryzen 7,5800H,3.2 GHz,4.4 GHz,DDR4,8 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Anti-glare LED-backlit",Nvidia GeForce RTX 3050,Card rời,Dolby Audio,"1x Type C USB 3.2 Gen 1 with Power Delivery and Display Port, 3x USB 3.2 Gen 1 Type-A, 1x 3.5mm Combo Audio Jack, 1x HDMI 2.0b","Bluetooth 5.1, Wi-Fi 802.11 a/b/g/n/ac",,,354 x 259 x 20.7 mm,2.3 kg,https://websosanh.vn/laptop-asus-rog-strix-g15-g513qc-hn015t-amd-ryzen-7/469779513/so-sanh.htm,mayvanphongonline.com,27400000,http://mayvanphongonline.com/san-pham/laptop-asus-rog-strix-g15-g513qc-hn015t.html,tragopacs.com,27900000,https://tragopacs.com/laptop/asus-g513qc-hn015t-amd-r7-5800h-8g-ssd-512gb-15-fhd-4g-rtx3050-win-10-63797,svcvietnam.com.vn,27990000,https://svcvietnam.com.vn/laptop-asus-rog-strix-g15-g513qc-hn015t-ryzen-7-5800h-8gb-512gb-rtx-3050-4gb-15-6-inch-fhd-win-10-xam,3200 MHz,32 GB,Có,4 cell,,,4 GB
Lenovo,Windows 11,,Ryzen 7,8845H,3.8 GHz,5.1 GHz,DDR5,,SSD,1 TB,16 inch,2560x1600,IPS,NVIDIA GeForce RTX 4060,,,"1x E-camera shutter
1x SD card
2x USB-A 3.2 Gen 2
1x Jack 3.5mm
1x RJ45 (mạng LAN)
1x HDMI 2.1
1x power input
1x USB-C (USB 3.2 gen 2 + DP 1.4 iGPU)
1x USB-C (USB 3.2 gen 2 + DP 1.4 iGPU + PD)",Wifi 6E+Bluetooth,,,358.8 x 262.3 x 19.9 mm,2.3 kg,https://websosanh.vn/laptop-lenovo-legion-slim-5-r7000p-ryzen-7-8845h-ram/417690118/so-sanh.htm,shopee.vn,30152989,https://shope.ee/an_redir?origin_link=https%3a%2f%2fshopee.vn%2funiversal-link%2fproduct%2f954482893%2f26919980007?&affiliate_id=17190830000&sub_id=websosanh-datafeed,mazo.vn,25000000,https://mazo.vn/san-pham/legion-slim-5-r7000p-2024-r7-8845h-16gb-ram-1tb-ssd-rtx-4060/,trieubom.com,25400000,https://trieubom.com/legion-slim-5-r7000p-2024-r7-8845h-16gb-ram-1tb-ssd-rtx-4060/,5600 MHz,,,4 cell,,,8 GB
HP,Windows 11 Home,Kim loại,Intel Core Ultra 7,155U,1.7 GHz,4.8 GHz,LPDDR5,32 GB,SSD,512GB,14 inch,2.8K (2880 x 1800),"Touch, 120Hz, 100% DCI-P3",Intel Graphics,Card tích hợp,"HP Audio Boost, DTS:X ULTRA","HDMI
2 x USB Type-A
1 x USB Type-C
1 x Thunderbolt 4
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax), Bluetooth 5.3",Camera IR,"Màn hình gập 360 độ
Tiêu chuẩn Nền Intel Evo
Công tắc khóa camera
Mở khóa khuôn mặt",313.3 x 218.9 x 16.9 mm,1.39 kg,https://websosanh.vn/laptop-hp-envy-x360-14-fc0085tu-a19bvpa-intel-core-ultra/397752191/so-sanh.htm,tinhocsangtao.vn,31390000,https://tinhocsangtao.vn/san-pham/laptop-hp-envy-x360-14fc0085tu-a19bvpa-ultra-7155u-32gb-ssd512gb-14-28ktouch-win-11-xanh-kem-pen.html,shopee.vn,33890000,https://shope.ee/an_redir?origin_link=https%3a%2f%2fshopee.vn%2funiversal-link%2fproduct%2f1253280646%2f28409644650?&affiliate_id=17190830000&sub_id=websosanh-datafeed,dienmayxanh.com,34648364,https://fast.accesstrade.com.vn/deep_link/4348611826491973833?url=https%3a%2f%2fwww.dienmayxanh.com%2flaptop%2fhp-envy-x360-14-fc0085tu-ultra-7-155u-a19bvpa&utm_source=websosanh,6400 MHz,,Đơn sắc - Màu trắng,3 cell,,Pin liền,
Apple,Mac OS,Kim loại,Apple M2,8 Cores,,,,8 GB,SSD,256GB,13.6 inch,Liquid Retina (2560 x 1664),"Wide color (P3), 500 nits brightness, True Tone Technology",8 Cores,Card tích hợp,Dolby Atmos,"MagSafe 3, 2 x Thunderbolt 3","Wifi 802.11ax, Bluetooth 5.0",Full HD Webcam,"Sạc MagSafe, Bảo mật vân tay",304.1 x 215 x 11.3 mm,1.24 kg,https://websosanh.vn/laptop-apple-macbook-air-m2-2022-apple-m2-8/1762539092/so-sanh.htm,sp-one.vn,29590000,https://sp-one.vn/product/laptop-apple-macbook-air-m2-8-core-cpu-16gb-256gb-ssd-13-6inch-liquid-30w-usb-z1600098b/,appleworld.vn,29790000,https://appleworld.vn/products/macbook-air-z15y00051-13-6inch-16gb-256gb-starlight-2022-apple-vn,mobilethanhcong.vn,29900000,https://mobilethanhcong.vn/macbook-air-m2-13-inch-16gb256gb-2022,,,Có,,,,
MSI,Windows 10 Home,,Intel Core i7,8750H,2.2 GHz,4.1 GHz,DDR4,8 GB,HDD + SSD,1TB + 128GB,17.3 inch,Full HD (1920 x 1080),Anti-Glare,GeForce GTX 1060,Card rời,,1x Type-C USB3.0 2x Type-A USB3.0 1x Type-A USB2.0 1x RJ45 1x SD (XC/HC) 1x (4K 30Hz) HDMI 1x Mini-DisplayPort,802.11 ac Wi-Fi + Bluetooth v4.2,Có,,419 x 287 x 29 mm,2.7 kg,https://websosanh.vn/laptop-msi-gp73-8re-429vn-leopard-intel-core-i7-8gb/2128755388/so-sanh.htm,compro.com.vn,36500000,http://compro.com.vn/may-tinh-xach-tay-laptop-msi-gp73-8re-429vn-leopard.html,laptopminhha.vn,37490000,http://laptopminhha.vn/laptop-msi-gp73-leopard-8re-429vn.html,sanpham.microstar.vn,37990000,https://sanpham.microstar.vn/products/laptop-msi-gp73-8re-429vn,2666 MHz,32 GB,,6 cell,,,6 GB
HP,Windows 11 Home,,Intel Core i5,1235U,1.3 GHz,4.4 GHz,DDR4,8 GB,SSD,256GB,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti-Glare",Intel Iris Xe Graphics,Card tích hợp,,"1 x USB Type-C, 2 x USB Type-A, 1 x HDMI 1.4b","Wifi 802.11ac, Bluetooth 5.0",HD Webcam,,324 x 225.9 x 19.9 mm,1.4 kg,https://websosanh.vn/laptop-hp-240-g9-6l1y1pa-intel-core-i5-1235u-8gb/341343709/so-sanh.htm,hungphuc.vn,13770000,https://www.hungphuc.vn/laptop-hp/laptop-hp-240-g9-6l1y1pa-sliver,shopee.vn,13830000,https://shope.ee/an_redir?origin_link=https%3a%2f%2fshopee.vn%2funiversal-link%2fproduct%2f1287748013%2f25933833995?&affiliate_id=17190830000&sub_id=websosanh-datafeed,tiki.vn,14945000,https://fast.accesstrade.com.vn/deep_link/4348611826491973833?url=https%3a%2f%2ftiki.vn%2flaptop-hp-240-g9-6l1y1pa-i51235u-8gb-256gb-intel-iris-xe-graphics-14-fhd-win-11-hang-chinh-hang-p198592225.html%3fspid%3d244303189&utm_source=websosanh,3200 MHz,,,3 cell,,Pin liền,
Lenovo,Windows 11 Home,,Intel Core i5,1240P,3.3 GHz,4.4 GHz,DDR4,24 GB,SSD,512GB,14 inch,2.2K (2240 x 1400),"Tấm nền IPS, Chống chói Anti-Glare",Nvidia Quadro T550,Card rời,,"2 x USB 3.2 Gen 1, 2 x Thunderbolt 4, HDMI","Wifi 802.11ax, Bluetooth 5.1",IR + Full HD Webcam,Bảo mật vân tay,317.7 x 226.9 x 17.95 mm,1.38 kg,https://websosanh.vn/laptop-lenovo-thinkpad-p14s-g3-21ak006tva-intel-core-i5-1240p/2049779028/so-sanh.htm,hungphuc.vn,27100000,https://www.hungphuc.vn/laptop-lenovo/laptop-lenovo-thinkpad-p14s-g3-21ak006tva,thienthientan.vn,27490000,https://www.thienthientan.vn/san-pham/laptop-lenovo-thinkpad-p14s-gen-3-21ak006tva-i5-1240p-816gb-ram-512gb-ssd-14-2-2k-black-dos/,haingan.vn,31200000,https://haingan.vn/san-pham/may-tinh-xach-tay-lenovo-thinkpad-p14s-g3-21ak006tva-core-i5-1240p-24gb-512gb-ssd-nvidia-quadro-t550-4gb-gddr6-14-0inch-2-2k-noos-black-aluminium-3-year/,3200 MHz,,,3 cell,SD,,4 GB
Lenovo,Windows 11 Home,,Intel Core Ultra 7,155H,,4.8 GHz,LPDR5,16 GB,SSD,512GB,14 inch,2.8K (2880 x 1800),"OLED, 400 nits",Intel Arc Graphics,Card tích hợp,Dolby Atmos,"2x USB-A 3.2 Gen 1, 2x USB-C Thunderbolt 4, HDMI 2.1","Wifi 802.11ax, Bluetooth 5.2",IR + Full HD Webcam,TPM 2.0,14.96 x 312.8 x 214.75 mm,1.12 kg,https://websosanh.vn/laptop-lenovo-thinkpad-x1-carbon-gen-12-intel-core/20470536/so-sanh.htm,hoangsonstore.com,31490000,https://hoangsonstore.com/thinkpad-x1-carbon-gen-12,laptoptcc.com,32500000,https://laptoptcc.com/lenovo-thinkpad-x1-carbon-gen-12-2024-core-ultra-7-155h-ram-16gb-ssd-512gb-2-8k-oled,laptopkhanhtran.vn,32990000,https://laptopkhanhtran.vn/laptop-lenovo-thinkpad-x1-carbon-gen-12.htm,6400 MHz,,Có,,,,
HP,Windows 10 Home,,AMD Ryzen 3,3250U,2.6 GHz,3.5 GHz,DDR4,4 GB,SSD,128GB,15.6 inch,Full HD (1920×1080),Màn hình chống loá,AMD Radeon Graphics,Card tích hợp,,"1 SuperSpeed USB Type-C® 5Gbps signaling rate, 2 SuperSpeed USB Type-A 5Gbps signaling rate, 1 HDMI 1.4b, 1 AC smart pin, 1 headphone/microphone combo","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Có,,358.5 x 242 x 17.9 mm,1.69 kg,https://websosanh.vn/laptop-hp-15-ef1300wm-amd-ryzen-3-3250u-4gb-ram-ssd/30310213/so-sanh.htm,cklaptop.com.vn,9600000,https://cklaptop.com.vn/collections/all/products/laptop-hp-15-ef1300wm-r3-3250u-4gb-ram-128gb-ssd-15-6-fhd-win-bac-new,maytinhcdc.vn,9790000,https://maytinhcdc.vn/laptop-hp-15-ef1300.wm.html,duyhungcomputer.vn,9900000,https://duyhungcomputer.vn/laptop-hp-15-ef1300-wm-ryzen-3-3250u-4gb-128gb-amd-radeon-15-6-inch-fhd-win-10-bac,2400 MHz,,,3 cell,"SD, SDXC, SDHC",,
HP,FreeDOS,Nhựa,Intel Core i3,10110U,2.1 GHz,4.1 GHz,DDR4,4 GB,SSD,256GB,14 inch,HD (1366 x 768),LED,Intel UHD Graphics 620,Card tích hợp,"Dual stereo speakers, dual array microphone","USB 3.1 Gen 1 ,USB Type-C 3.1, HDMI","Bluetooth v4.2, Wifi 802.11 a/b/g/n/ac (1x1)",HD Webcam,Cảm ứng vân tay,225.8 x 324.1 x 198.9 mm,1.5 kg,https://websosanh.vn/laptop-hp-348-g7-9pg85pa-intel-core-i3-10110u-4gb/1962021621/so-sanh.htm,vinhhung.com.vn,10900000,http://vinhhung.com.vn/may-tinh-xach-tay-hp/laptop-hp-348-g7-9pg85pa.html,compro.com.vn,10960000,http://compro.com.vn/laptop-hp-348-g7-9pg85pa.html,dtex.vn,10990000,https://dtex.vn/hp/laptop/laptop-hp-348-g7-core-i3-10110u4gb256gb-9pg85pa-5035.html,2666 MHz,32 GB,Không,3 cell,"SD, SDHC, SDXC",Pin liền,
Acer,Windows 11 Home,Nhựa,Intel Core i3,1315U,1.2 GHz,4.5 GHz,LPDDR5,8 GB,SSD,512GB,15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, 60Hz",Intel UHD Graphics,Card tích hợp,,"2 x USB 3.2, HDMI","Wifi 802.11ax, Bluetooth 5.1",HD Webcam,,362.9 x 237.5 x 17.99 mm,1.7 kg,https://websosanh.vn/laptop-acer-aspire-5-a515-58p-34rj-nxkhjsv003-intel-core-i3-1315u/1206451545/so-sanh.htm,eaz.com.vn,9599000,https://eaz.com.vn/Acer-Aspire-5-A515-58P-34RJ-(NX-KHJSV-003)-Intel-Core-i3-1315U-8GB-512GB-Intel-UHD-15-6-inch-FHD-Win-11-Xam-0325/124805,saithanhlaptop.com,9990000,https://saithanhlaptop.com/chi-tiet-acer-aspire-5-a515-58p-34rj-nxkhjsv003-i3-1315u-8gb-ram-512gb-ssd-full-hd-156-inch-win-11.html,tramanh.vn,9990000,https://tramanh.vn/san-pham/acer-aspire-5-a515-58p-34rj/,4800 MHz,,Không,3 cell,,Pin liền,
Lenovo,Windows 10 Pro,Nhựa,Intel Core i5,10210U,1.6 GHz,4.2 GHz,DDR4,8 GB,SSD,512GB,13.3 inch,Full HD (1920 x 1080),WVA 300nits Anti-glare,Intel UHD Graphics,Card tích hợp,Dolby Audio,"2x USB 3.2 Gen 1, 1x USB 3.2 Type-C Gen 1, 1x USB 3.2 Type-C Gen 2, 1 x HDMI","Wifi 6 AX201 (2x2), Bluetooth v5.0",HD Webcam,Bảo mật vân tay,311.9 x 217.0 x 16.5 mm,1.22 kg,https://websosanh.vn/laptop-lenovo-thinkpad-x13-gen-1-20t2s01e00-intel-core/1790832921/so-sanh.htm,eaz.com.vn,29499000,https://eaz.com.vn/Lenovo-ThinkPad-X13-Gen-1-(20T2S01E00)-Intel-c2-ae-CoreTM-i5-_-10210U-8GB-512GB-SSD-PCIe-VGA-INTEL-Win-10-Pro-Full-HD-IPS-Finger-LED-KEY-0720F/76162,svcvietnam.com.vn,32990000,https://svcvietnam.com.vn/laptop-lenovo-thinkpad-x13-gen-1-20t2s01e00,playzone.vn,34490000,https://playzone.vn/products/laptop-lenovo-thinkpad-x13-gen-1-20t2s01e00,2666 MHz,,Không,6 cell,Micro SD,Pin liền,
HP,Windows 10 Home,,Intel Core i5,8250U,1.6 GHz,3.4 GHz,DDR3,8 GB,SSD,256GB,13.3 inch,Full HD (1920 x 1080),Diagonal IPS BrightView micro-edge WLED-backlit,Intel UHD Graphics 620,Card tích hợp,"Bang & Olufsen, HP Audio Boost, Quad speakers","1 x USB Type C , 2 x USB 3.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2",HD Webcam,,307 x 212 x 14.9 mm,1.2 kg,https://websosanh.vn/laptop-hp-envy-13-ah0026tu-4me93pa-intel-core-i5-8gb/1246802696/so-sanh.htm,compro.com.vn,20400000,http://compro.com.vn/may-tinh-xach-tay-laptop-hp-envy-13-ah0026tu-i5-8250u-4me93pa-gold-.html,laptopminhha.vn,21390000,http://laptopminhha.vn/laptop-hp-envy-13-ah0026tu-4me93pa.html,letrangia.com,21450000,http://letrangia.com/hp/laptop/laptop-hp-envy-13-ah0026tu-core-i5-8250u--4me93pa-gold-16055.html,2133 MHz,,Không,4 cell,SD,Pin liền,
Lenovo,Windows 10 Home,Nhôm,Intel Core i3,1115G4,1.7 GHz,4.1 GHz,DDR4,8 GB,SSD,256GB,15.6 inch,Full HD (1920 x 1080),"TN, 220nits, Anti-glare",Intel UHD Graphics,Card tích hợp,Dolby Audio,"1x USB-C 3.2 Gen 1, 1x USB 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4b","Wifi 802.11AC (2x2), Bluetooth v5.0",HD Webcam,,359.2 x 236.5 x 19.9 mm,1.65 kg,https://websosanh.vn/laptop-lenovo-ideapad-3-15itl6-82h800m4vn-intel-core-i3-1115g4/1807338447/so-sanh.htm,eaz.com.vn,8899000,https://eaz.com.vn/Lenovo-IdeaPad-3-15ITL6-(82H800M4VN)-Intel-c2-ae-Tiger-Lake-CoreTM-i3-_-1115G4-8GB-256GB-SSD-PCIe-VGA-INTEL-Win-11-15-6-inch-Full-HD-Finger-1021F-KMT8/77473,anp.com.vn,10490000,https://anp.com.vn/laptop-phu-kien/laptop-lenovo-chinh-hang/laptop-lenovo-ideapad-3-15itl6-82h800m4vn-15.6-full-hdintel-core-i3-1115g48gb256gb-ssdwindows-111.6kg,techgo.com.vn,10940000,https://techgo.com.vn/laptop-lenovo-ideapad-3-15itl6-82h800m4vn-sand-intel-core-i3-1115g4-up-to-4-1ghz-6mb-ram-8gb-256gb-ssd-intel-uhd-graphics-15-6in.html,3200 MHz,12 GB,Không,2 cell,Micro SD,,
Lenovo,Windows 11,Aluminium,Ryzen 5,7535U,2.9 GHz,4.55 GHz,DDR5,16 GB,SSD,1 TB,16 inch,1920x1200,"IPS, 300nits, Anti-glare, 45% NTSC",AMD Radeon 660M Graphics,Card rời,,"1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1 x USB-C® (USB 5Gbps / USB 3.2 Gen 1), with USB PD 3.0 and DisplayPort™ 1.4
1 x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.0 and DisplayPort™ 1.4
1 x HDMI® 2.1, up to 4K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)",,FHD 1080p + IR Hybrid with Privacy Shutter,Có khóa bảo mật vân tay,356.1 x 247.7 x 19.85 mm,1.81 kg,https://websosanh.vn/laptop-lenovo-thinkpad-e16-gen-2-21m5001qvn-ryzen-5-7535u/1289269373/so-sanh.htm,laptopre.vn,21390000,https://laptopre.vn/laptop/lenovo-thinkpad-e16-gen-2-amd,laptopworld.vn,21390000,https://laptopworld.vn/laptop-lenovo-thinkpad-e16-gen-2-21m5001qvn,kigimart.com,22190000,https://kigimart.com/san-pham/laptop-lenovo-thinkpad-e16-gen-2-21m5001qvn,4800 MHz,,,,,,
Lenovo,Windows 11,,Intel core Ultra 5,125H,3.6 GHz,4.50 GHz,DDR5,16 GB,SSD,1 TB,14 inch,1920x1200,"IPS, 300nits, Anti-glare, 45% NTSC",Intel Arc Graphics,Card tích hợp,"HD Audio, Senary SN6141 codec
Loa âm thanh nổi, 2W x2, Dolby Atmos®, audio by HARMAN
Micro: 2x, Array","1 x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1 x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1 x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4
1 x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1
1 x HDMI® 2.1, up to 4K/60Hz
1 x Headphone / microphone combo jack (3.5mm)
1 x Ethernet (RJ-45)","Intel® Wi-Fi® 6E AX211, 11ax 2x2 
Bluetooth 5.3",FHD 1080p + IR Hybrid with Privacy Shutter,Có khóa bảo mật vân tay,313 x 219.3 x 17.99 mm,1.44 kg,https://websosanh.vn/laptop-lenovo-thinkpad-e14-gen-6-21m7004qvn-intel-core/1090491176/so-sanh.htm,eaz.com.vn,23599000,https://eaz.com.vn/Laptop-Lenovo-ThinkPad-E14-Gen-6-(21M7004QVN)-CoreTM-Ultra-5-125H-16GB-1TB-Intel-c2-ae-ArcTM-Graphics-14inch-WUXGA-Win11-Den-0724A/93341,laptopworld.vn,23990000,https://laptopworld.vn/laptop-lenovo-thinkpad-e14-gen-6-21m7004qvn,kigimart.com,24670000,https://kigimart.com/san-pham/laptop-lenovo-thinkpad-e14-gen-6-21m7004qvn,5600 MHz,64 GB,,,,,
Lenovo,Windows 11 Home,,Intel Core i7,1355U,1.7 GHz,5.0 GHz,DDR4,16 GB,SSD,512GB,16 inch,WUXGA (1920 x 1200),"Tấm nền IPS, Chống chói Anti-Glare",Intel Iris Xe Graphics,Card tích hợp,,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x Thunderbolt 4, HDMI 2.1","Wifi 802.11ax, Bluetooth 5.1",IR + Full HD Webcam,Bảo mật vân tay,356.1 x 247.7 x 19.85 mm,1.97 kg,https://websosanh.vn/laptop-lenovo-thinkpad-e16-gen-1-21jn006ava-intel-core/1888332342/so-sanh.htm,hungphuc.vn,21490000,https://www.hungphuc.vn/laptop-lenovo/laptop-lenovo-thinkpad-e16-gen-1-21jn006ava,hkc.vn,21580000,https://hkc.vn/san-pham/laptop-lenovo-thinkpad-e16-gen-1-21jn006ava-intel-core-i7-1355u-16-gb-512gb-intel-iris-xe-16-inch-wuxga-noos-den/,eaz.com.vn,21099000,https://eaz.com.vn/Lenovo-ThinkPad-E16-Gen-1-(21JN006AVA)-Intel-c2-ae-Raptor-Lake-CoreTM-i7-_-1355U-16GB-512GB-SSD-PCIe-Gen-4-Intel-c2-ae-Iris-c2-ae-Xe-Graphics-16-inch-/82145,3200 MHz,40 GB,Có,3 cell,,,
HP,Windows 11 Home,,Intel Core i7,13620H,2.4 GHz,4.9 GHz,DDR4,16 GB,SSD,1TB,15.6 inch,Full HD (1920×1080),"Tấm nền IPS, Chống chói Anti-Glare",Intel UHD Graphics,Card tích hợp,,"SB Type-C, USB 3.1, HDMI","Wifi 802.11ax, Bluetooth 5.3",HD Webcam,,,1.65 kg,https://websosanh.vn/laptop-hp-15-fr0682tu-intel-core-i7-13620h-16gb-ram-ssd/1136800497/so-sanh.htm,maytinhtientan.com,16990000,https://maytinhtientan.com/laptop-hp-15-fr0682tu-i7-13620h,stargear.vn,17500000,https://stargear.vn/sanpham/laptop-hp-15-fr0682tu-i7-13620h-ram-16gb-ssd-1tb/2855.html,laptopk1.vn,17990000,https://laptopk1.vn/hp-15-fr0682tu-core-i7-13620h-ram-16gb-ssd-1tb-15-6-inch-fhd,,,,,,,
