shop_1_name,product_id,spec_key,brand_clean,cpu_model_clean,ram_gb_clean,storage_gb_clean,screen_size_clean,shop_2_name,shop_3_name,shop_1_price_clean,shop_2_price_clean,shop_3_price_clean,price_median,price_spread_clean_pct,flag_price_spread_warn,flag_price_spread_critical,shop_1_price_domain_outlier,shop_2_price_domain_outlier,shop_3_price_domain_outlier,shop_1_price_relative_outlier,shop_2_price_relative_outlier,shop_3_price_relative_outlier,n_prices_raw,n_prices_clean
hkc.vn,1349,Acer|1335U|8.0|512.0|14.0,Acer,1335U,8.0,512.0,14.0,hungphuc.vn,nese.vn,14580000.0,15400000.0,10000000.0,14580000.0,0.3703703703703703,True,False,False,False,False,False,False,False,3,3
dienmayxanh.com,1353,Lenovo|1355U|32.0|512.0|14.0,Lenovo,1355U,32.0,512.0,14.0,tnc.com.vn,eaz.com.vn,44390000.0,31490000.0,41799000.0,41799000.0,0.3086198234407522,True,False,False,False,False,False,False,False,3,3
tinhocsangtao.vn,1363,Lenovo|13420H|8.0|512.0|14.0,Lenovo,13420H,8.0,512.0,14.0,shopee.vn,eaz.com.vn,12290000.0,16290000.0,12099000.0,12290000.0,0.3410089503661513,True,False,False,False,False,False,False,False,3,3
ben.com.vn,1366,Lenovo|14700HX|24.0|1024.0|15.1,Lenovo,14700HX,24.0,1024.0,15.1,tnc.com.vn,huynhlongstore.com,50588000.0,31490000.0,38900000.0,38900000.0,0.4909511568123393,True,False,False,False,False,False,False,False,3,3
ben.com.vn,1371,Lenovo|225H|16.0|512.0|16.0,Lenovo,225H,16.0,512.0,16.0,cphub.vn,laptop123.com.vn,27990000.0,18899000.0,21200000.0,21200000.0,0.4288207547169811,True,False,False,False,False,False,False,False,3,3
hungphuc.vn,1377,HP|1165G7|8.0|512.0|14.0,HP,1165G7,8.0,512.0,14.0,tinhocsangtao.vn,shopee.vn,16590000.0,19090000.0,22500000.0,19090000.0,0.3095861707700367,True,False,False,False,False,False,False,False,3,3
tinhocsangtao.vn,1384,Acer|N5030|4.0|256.0|11.6,Acer,N5030,4.0,256.0,11.6,vodien.vn,laptopfull.com,6900000.0,3900000.0,4937000.0,4937000.0,0.6076564715414219,True,True,False,False,False,False,False,False,3,3
hungphuc.vn,1388,HP|5600H|8.0|512.0|16.1,HP,5600H,8.0,512.0,16.1,laptopre.vn,eaz.com.vn,23190000.0,17600000.0,17799000.0,17799000.0,0.3140625877858307,True,False,False,False,False,False,False,False,3,3
shopee.vn,1398,Samsung|150U|16.0|512.0|15.6,Samsung,150U,16.0,512.0,15.6,svstore.com.vn,laptopphuocdat.com,23900000.0,15000000.0,15490000.0,15490000.0,0.5745642349903163,True,True,False,False,False,False,False,False,3,3
eaz.com.vn,1413,MSI|5800H|16.0|512.0|15.6,MSI,5800H,16.0,512.0,15.6,bhgear.vn,sanpham.microstar.vn,21399000.0,24490000.0,29990000.0,24490000.0,0.3507962433646386,True,False,False,False,False,False,False,False,3,3
cellphones.com.vn,1415,ASUS|13620H|16.0|512.0|14.0,ASUS,13620H,16.0,512.0,14.0,fptshop.com.vn,dinhvangcomputer.vn,16790000.0,23390000.0,18590000.0,18590000.0,0.3550295857988165,True,False,False,False,False,False,False,False,3,3
shopee.vn,1425,LG|155H|16.0|512.0|15.6,LG,155H,16.0,512.0,15.6,eaz.com.vn,tnc.com.vn,46500000.0,31399000.0,31490000.0,31490000.0,0.4795490631946649,True,False,False,False,False,False,False,False,3,3
acervn.com,1434,Acer|1135G7|16.0|1024.0|14.0,Acer,1135G7,16.0,1024.0,14.0,anp.com.vn,g20computer.com,13990000.0,24390000.0,25000000.0,24390000.0,0.4514145141451414,True,False,False,False,False,False,False,False,3,3
laptopxachtay.com.vn,1435,Dell|1365U|16.0|256.0|13.3,Dell,1365U,16.0,256.0,13.3,laptopxachtayshop.com,laptop3mien.vn,18990000.0,22590000.0,26900000.0,22590000.0,0.3501549358123063,True,False,False,False,False,False,False,False,3,3
ben.com.vn,1441,HP|155H|16.0|512.0|14.0,HP,155H,16.0,512.0,14.0,tnc.com.vn,mayina0.com,57629000.0,31490000.0,43990000.0,43990000.0,0.594203228006365,True,True,False,False,False,False,False,False,3,3
eaz.com.vn,1446,Lenovo|5800U|8.0|512.0|13.3,Lenovo,5800U,8.0,512.0,13.3,vitinhminhhoang.vn,compro.com.vn,14499000.0,22490000.0,23400000.0,22490000.0,0.3957759004001778,True,False,False,False,False,False,False,False,3,3
dienmayxanh.com,1456,Lenovo|12450HX|24.0|512.0|15.6,Lenovo,12450HX,24.0,512.0,15.6,techroomvn.com,vodien.vn,23690000.0,14000000.0,18990000.0,18990000.0,0.5102685624012638,True,True,False,False,False,False,False,False,3,3
centerlap.com,1469,Dell|1365U|32.0|512.0|14.0,Dell,1365U,32.0,512.0,14.0,laptopxachtay.com.vn,laptoplc.com.vn,28490000.0,29990000.0,38990000.0,29990000.0,0.3501167055685228,True,False,False,False,False,False,False,False,3,3
shopee.vn,1474,MSI|7535HS|8.0|512.0|15.6,MSI,7535HS,8.0,512.0,15.6,eaz.com.vn,khothietbi.vn,27600000.0,15499000.0,15699000.0,15699000.0,0.7708134276068539,True,True,False,False,False,False,False,False,3,3
mediamart.vn,1477,Acer|N305|8.0|512.0|15.6,Acer,N305,8.0,512.0,15.6,shopee.vn,laptophkc.net,9490000.0,9790000.0,6500000.0,9490000.0,0.3466807165437302,True,False,False,False,False,False,False,False,3,3
